id,id1,id1,address,source,description,name,date_added
OFAC17013,OFAC26080,OFAC25798,"29, Bolshaya Morskaya str. St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC VTBRRUMM; Website www.vtb.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027739609391 (Russia); Tax ID No. 7702070139 (Russia); Government Gazette Number 00032520 (Russia); License 1000 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","VTB BANK OAO","2019-03-01 23:12:28"
OFAC17013,OFAC26081,OFAC25798,"29, Bolshaya Morskaya str. St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC VTBRRUMM; Website www.vtb.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027739609391 (Russia); Tax ID No. 7702070139 (Russia); Government Gazette Number 00032520 (Russia); License 1000 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","VTB BANK OAO","2019-03-01 23:12:28"
OFAC17014,OFAC26083,OFAC25802,"3, Gagarinsky Pereulok Moscow 119034 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC RUAGRUMM; Website http://www.rshb.ru; Email Address office@rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700342890; Government Gazette Number 52750822; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","RUSSIAN AGRICULTURAL BANK","2019-03-01 23:12:28"
OFAC17014,OFAC26084,OFAC25802,"3, Gagarinsky Pereulok Moscow 119034 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC RUAGRUMM; Website http://www.rshb.ru; Email Address office@rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700342890; Government Gazette Number 52750822; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","RUSSIAN AGRICULTURAL BANK","2019-03-01 23:12:28"
OFAC17014,OFAC26085,OFAC25802,"3, Gagarinsky Pereulok Moscow 119034 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC RUAGRUMM; Website http://www.rshb.ru; Email Address office@rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700342890; Government Gazette Number 52750822; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","RUSSIAN AGRICULTURAL BANK","2019-03-01 23:12:28"
OFAC17014,OFAC26086,OFAC25802,"3, Gagarinsky Pereulok Moscow 119034 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC RUAGRUMM; Website http://www.rshb.ru; Email Address office@rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700342890; Government Gazette Number 52750822; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","RUSSIAN AGRICULTURAL BANK","2019-03-01 23:12:28"
OFAC17015,OFAC26089,OFAC25805,"9 Akademika Sakharova prospekt Moscow 107996 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC BFEARUMM; Website http://www.veb.ru; Email Address info@veb.ru; BIK (RU) 044525060; Executive Order 13662 Directive Determination - Subject to Directive 1; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; a.k.a. 'VEB'.",VNESHECONOMBANK,"2019-03-01 23:12:28"
OFAC17015,OFAC26090,OFAC25805,"9 Akademika Sakharova prospekt Moscow 107996 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC BFEARUMM; Website http://www.veb.ru; Email Address info@veb.ru; BIK (RU) 044525060; Executive Order 13662 Directive Determination - Subject to Directive 1; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; a.k.a. 'VEB'.",VNESHECONOMBANK,"2019-03-01 23:12:28"
OFAC17016,OFAC26092,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17016,OFAC26093,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17016,OFAC26094,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17016,OFAC26095,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17016,OFAC26096,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17016,OFAC26097,OFAC25807,"16, Building 1, Nametkina St. Moscow 117420 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Email Address mailbox@gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700167110; Tax ID No. 7744001497; Government Gazette Number 09807684; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","GAZPROMBANK OAO","2019-03-01 23:12:28"
OFAC17017,OFAC26099,OFAC25810,"8/15 Korp. 3 ul. Rozhdestvenka Moscow 107996 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC MOSWRUMM; Website www.bm.ru; Email Address holmogorov_ss@mmbank.ru; alt. Email Address info@mmbank.ru; BIK (RU) 044525219; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700159497; Government Gazette Number 29292940; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","BANK OF MOSCOW","2019-03-01 23:12:28"
OFAC17017,OFAC26100,OFAC25810,"8/15 Korp. 3 ul. Rozhdestvenka Moscow 107996 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC MOSWRUMM; Website www.bm.ru; Email Address holmogorov_ss@mmbank.ru; alt. Email Address info@mmbank.ru; BIK (RU) 044525219; Executive Order 13662 Directive Determination - Subject to Directive 1; Registration ID 1027700159497; Government Gazette Number 29292940; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","BANK OF MOSCOW","2019-03-01 23:12:28"
OFAC17018,OFAC26102,OFAC25813,"19 ul. Vavilova Moscow 117997 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC SABRRUMM; Website www.sberbank.ru; Email Address sbrf@sbrf.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","SBERBANK OF RUSSIA","2019-03-01 23:12:28"
OFAC17018,OFAC26103,OFAC25813,"19 ul. Vavilova Moscow 117997 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC SABRRUMM; Website www.sberbank.ru; Email Address sbrf@sbrf.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","SBERBANK OF RUSSIA","2019-03-01 23:12:28"
OFAC17018,OFAC26104,OFAC25813,"19 ul. Vavilova Moscow 117997 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 SWIFT/BIC SABRRUMM; Website www.sberbank.ru; Email Address sbrf@sbrf.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","SBERBANK OF RUSSIA","2019-03-01 23:12:28"
OFAC17022,OFAC26109,OFAC25840,"26/1 Sofiyskaya Embankment Moscow 115035 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.rosneft.com; alt. Website www.rosneft.ru; Email Address postman@rosneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700043502 (Russia); Tax ID No. 7706107510 (Russia); Government Gazette Number 00044428 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY","2019-03-01 23:12:28"
OFAC17022,OFAC26110,OFAC25840,"26/1 Sofiyskaya Embankment Moscow 115035 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.rosneft.com; alt. Website www.rosneft.ru; Email Address postman@rosneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700043502 (Russia); Tax ID No. 7706107510 (Russia); Government Gazette Number 00044428 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY","2019-03-01 23:12:28"
OFAC17022,OFAC26111,OFAC25840,"26/1 Sofiyskaya Embankment Moscow 115035 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.rosneft.com; alt. Website www.rosneft.ru; Email Address postman@rosneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700043502 (Russia); Tax ID No. 7706107510 (Russia); Government Gazette Number 00044428 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY","2019-03-01 23:12:28"
OFAC17022,OFAC26112,OFAC25840,"26/1 Sofiyskaya Embankment Moscow 115035 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.rosneft.com; alt. Website www.rosneft.ru; Email Address postman@rosneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700043502 (Russia); Tax ID No. 7706107510 (Russia); Government Gazette Number 00044428 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY","2019-03-01 23:12:28"
OFAC17022,OFAC26113,OFAC25840,"26/1 Sofiyskaya Embankment Moscow 115035 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.rosneft.com; alt. Website www.rosneft.ru; Email Address postman@rosneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700043502 (Russia); Tax ID No. 7706107510 (Russia); Government Gazette Number 00044428 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY","2019-03-01 23:12:28"
OFAC17064,OFAC26208,OFAC25919,"2, Udaltsova Street Moscow 119415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Email Address novatek@novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Registration ID 1026303117642 (Russia); Government Gazette Number 33556474 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OAO NOVATEK","2019-03-01 23:12:28"
OFAC17064,OFAC26220,OFAC25919,"2, Udaltsova Street Moscow 119415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Email Address novatek@novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Registration ID 1026303117642 (Russia); Government Gazette Number 33556474 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OAO NOVATEK","2019-03-01 23:12:28"
OFAC17143,OFAC26283,OFAC26038,"Let. A. Galernaya, 5, ul St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website http://www.gazprom-neft.com/; Email Address info@gazprom-neft.ru; alt. Email Address pr@gazprom-neft.ru; alt. Email Address shareholders@gazprom-neft.ru; alt. Email Address ir@gazprom-neft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1025501701686; Tax ID No. 5504036333; Government Gazette Number 42045241; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OJSC GAZPROM NEFT","2019-03-01 23:12:28"
OFAC17143,OFAC26284,OFAC26038,"Let. A. Galernaya, 5, ul St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website http://www.gazprom-neft.com/; Email Address info@gazprom-neft.ru; alt. Email Address pr@gazprom-neft.ru; alt. Email Address shareholders@gazprom-neft.ru; alt. Email Address ir@gazprom-neft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1025501701686; Tax ID No. 5504036333; Government Gazette Number 42045241; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OJSC GAZPROM NEFT","2019-03-01 23:12:28"
OFAC17143,OFAC26285,OFAC26038,"Let. A. Galernaya, 5, ul St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website http://www.gazprom-neft.com/; Email Address info@gazprom-neft.ru; alt. Email Address pr@gazprom-neft.ru; alt. Email Address shareholders@gazprom-neft.ru; alt. Email Address ir@gazprom-neft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1025501701686; Tax ID No. 5504036333; Government Gazette Number 42045241; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OJSC GAZPROM NEFT","2019-03-01 23:12:28"
OFAC17143,OFAC26286,OFAC26038,"Let. A. Galernaya, 5, ul St. Petersburg 190000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website http://www.gazprom-neft.com/; Email Address info@gazprom-neft.ru; alt. Email Address pr@gazprom-neft.ru; alt. Email Address shareholders@gazprom-neft.ru; alt. Email Address ir@gazprom-neft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1025501701686; Tax ID No. 5504036333; Government Gazette Number 42045241; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OJSC GAZPROM NEFT","2019-03-01 23:12:28"
OFAC17145,OFAC26292,OFAC26046,"ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra the city of Surgut, Tyumenskaya Oblast 628415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.",SURGUTNEFTEGAS,"2019-03-01 23:12:28"
OFAC17145,OFAC26293,OFAC26046,"ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra the city of Surgut, Tyumenskaya Oblast 628415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.",SURGUTNEFTEGAS,"2019-03-01 23:12:28"
OFAC17145,OFAC26295,OFAC26046,"ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra the city of Surgut, Tyumenskaya Oblast 628415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.",SURGUTNEFTEGAS,"2019-03-01 23:12:28"
OFAC17145,OFAC26296,OFAC26046,"ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra the city of Surgut, Tyumenskaya Oblast 628415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.",SURGUTNEFTEGAS,"2019-03-01 23:12:28"
OFAC17145,OFAC26297,OFAC26046,"ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra the city of Surgut, Tyumenskaya Oblast 628415 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.",SURGUTNEFTEGAS,"2019-03-01 23:12:28"
OFAC17248,OFAC26538,OFAC26282,"11 Sretenski boulevard Moscow 101000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.lukoil.ru; Email Address info@lukoil.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700035769; Tax ID No. 7708004767; Government Gazette Number 00044434; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","LUKOIL OAO","2019-03-01 23:12:28"
OFAC17248,OFAC26539,OFAC26282,"11 Sretenski boulevard Moscow 101000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.lukoil.ru; Email Address info@lukoil.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700035769; Tax ID No. 7708004767; Government Gazette Number 00044434; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","LUKOIL OAO","2019-03-01 23:12:28"
OFAC17248,OFAC26540,OFAC26282,"11 Sretenski boulevard Moscow 101000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.lukoil.ru; Email Address info@lukoil.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700035769; Tax ID No. 7708004767; Government Gazette Number 00044434; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","LUKOIL OAO","2019-03-01 23:12:28"
OFAC17248,OFAC26541,OFAC26282,"11 Sretenski boulevard Moscow 101000 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.lukoil.ru; Email Address info@lukoil.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700035769; Tax ID No. 7708004767; Government Gazette Number 00044434; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","LUKOIL OAO","2019-03-01 23:12:28"
OFAC17250,OFAC26548,OFAC26288,"16 Nametkina St. Moscow, Russia GSP-7, 117997 Russia ",OFAC-NON-SDN," UKRAINE-EO13662 Website www.gazprom.ru; Email Address gazprom@gazprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Registration ID 1027700070518 (Russia); Tax ID No. 7736050003 (Russia); Government Gazette Number 00040778 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.","OPEN JOINT STOCK COMPANY GAZPROM","2019-03-01 23:12:28"
